Order in the DSM-5,DSM-5 Chapter,DSM-5 Disorder,Constituent symptom (wording from DSM-5),Unique symptom number (index for duplicate symptoms; sort by this column to see the groups of symptoms that have been coded as redundant),"Specifier ( 0 = primary diagnosis, 1 = specifier)","Repeats at all (0 = no, 1 = yes)","Repeats within a chapter (0=no, 1=yes)",Number of diagnoses symptom appears in (count),"Repeats between chapters (0=no, 1=yes)",Number of chapters symptom appears in (count)
1268,Ch17 - Neurocognitive Disorders,Major or Mild Neurocognitive Disorder - due to Frontotemporal lobar degeneration (Major or Mild Frontotemporal Neurocognitive Disorder) - behavioral variant,Compulsive behavior,94,1,1,1,3,1,2
1269,Ch17 - Neurocognitive Disorders,Major or Mild Neurocognitive Disorder - due to Frontotemporal lobar degeneration (Major or Mild Frontotemporal Neurocognitive Disorder) - behavioral variant,Ritualistic behaviour,265,1,1,0,3,1,3
1270,Ch17 - Neurocognitive Disorders,Major or Mild Neurocognitive Disorder - due to Frontotemporal lobar degeneration (Major or Mild Frontotemporal Neurocognitive Disorder) - behavioral variant,Hyperorality,491,1,0,0,1,0,1
1271,Ch17 - Neurocognitive Disorders,Major or Mild Neurocognitive Disorder - due to Frontotemporal lobar degeneration (Major or Mild Frontotemporal Neurocognitive Disorder) - behavioral variant,Dietary changes,613,1,0,0,1,0,1
1272,Ch17 - Neurocognitive Disorders,Major or Mild Neurocognitive Disorder - due to Lewy body disease (Major or Mild Neurocognitive Disorder With Lewy Bodies),Variations in attention and alertness: Impairment in attention,180,0,1,1,4,1,2
1273,Ch17 - Neurocognitive Disorders,Major or Mild Neurocognitive Disorder - due to Lewy body disease (Major or Mild Neurocognitive Disorder With Lewy Bodies),Variations in attention and alertness: Narrowing or loss of awareness of immediate surroundings,668,0,1,1,3,1,2
1274,Ch17 - Neurocognitive Disorders,Major or Mild Neurocognitive Disorder - due to Lewy body disease (Major or Mild Neurocognitive Disorder With Lewy Bodies),Visual hallucinations,287,0,1,1,14,1,5
1275,Ch17 - Neurocognitive Disorders,Major or Mild Neurocognitive Disorder - due to Lewy body disease (Major or Mild Neurocognitive Disorder With Lewy Bodies),Parkinsonism: Tremor,389,0,1,1,8,1,4
1276,Ch17 - Neurocognitive Disorders,Major or Mild Neurocognitive Disorder - due to Lewy body disease (Major or Mild Neurocognitive Disorder With Lewy Bodies),Parkinsonism: Stiffness,327,0,1,1,5,1,4
1277,Ch17 - Neurocognitive Disorders,Major or Mild Neurocognitive Disorder - due to Lewy body disease (Major or Mild Neurocognitive Disorder With Lewy Bodies),Parkinsonism: Slow movement,69,0,1,1,14,1,5
1278,Ch17 - Neurocognitive Disorders,Major or Mild Neurocognitive Disorder - due to Lewy body disease (Major or Mild Neurocognitive Disorder With Lewy Bodies),Rapid eye movement sleep behavior disorder: Repeated episodes of arousal during sleep associated with vocalization,141,0,1,0,2,1,2
1279,Ch17 - Neurocognitive Disorders,Major or Mild Neurocognitive Disorder - due to Lewy body disease (Major or Mild Neurocognitive Disorder With Lewy Bodies),Rapid eye movement sleep behavior disorder: Episodes of arousal during sleep associated with complex motor behaviors,639,0,1,0,2,1,2
1280,Ch17 - Neurocognitive Disorders,Major or Mild Neurocognitive Disorder - due to Lewy body disease (Major or Mild Neurocognitive Disorder With Lewy Bodies),"Rapid eye movement sleep behavior disorder: Upon awakening from the repeated episodes of arousal during sleep, the individual is completely awake, alert, and not confused or disoriented",142,0,1,0,2,1,2
1281,Ch17 - Neurocognitive Disorders,Major or Mild Neurocognitive Disorder - due to Prion disease (Major or Mild Neurocognitive Disorder Due to Prion Disease),Myoclonus ,559,0,1,0,2,1,2
1282,Ch17 - Neurocognitive Disorders,Major or Mild Neurocognitive Disorder - due to Prion disease (Major or Mild Neurocognitive Disorder Due to Prion Disease),Ataxia,178,0,1,1,9,1,3
1283,Ch18 - Personality Disorders,General Personality Disorder,"An enduring pattern of inner experience and behavior that deviates markedly from the expectations of the individual’s culture in cognition (ie, ways of perceiving and interpreting self, other people, and events)",904,0,0,0,1,0,1
1284,Ch18 - Personality Disorders,General Personality Disorder,"An enduring pattern of inner experience and behavior that deviates markedly from the expectations of the individual’s culture in affectivity (ie, the range, intensity, lability, and appropriateness of emotional response)",905,0,0,0,1,0,1
1285,Ch18 - Personality Disorders,General Personality Disorder,An enduring pattern of inner experience and behavior that deviates markedly from the expectations of the individual’s culture in interpersonal functioning,906,0,0,0,1,0,1
1286,Ch18 - Personality Disorders,General Personality Disorder,An enduring pattern of inner experience and behavior that deviates markedly from the expectations of the individual’s culture in impulse control,194,0,1,1,6,1,3
1287,Ch18 - Personality Disorders,Paranoid Personality Disorder,A pervasive distrust and suspiciousness of others such that their motives are interpreted as malevolent,507,0,1,1,2,0,1
1288,Ch18 - Personality Disorders,Paranoid Personality Disorder,"Suspects, without sufficient basis, that others are exploiting, harming, or deceiving him or her",644,0,0,0,1,0,1
1289,Ch18 - Personality Disorders,Paranoid Personality Disorder,Is preoccupied with unjustified doubts about the loyalty or trustworthiness of friends or associates,510,0,0,0,1,0,1
1290,Ch18 - Personality Disorders,Paranoid Personality Disorder,Is reluctant to confide in others because of unwarranted fear that the information will be used maliciously against him or her,511,0,0,0,1,0,1
1291,Ch18 - Personality Disorders,Paranoid Personality Disorder,Reads hidden demeaning or threatening meanings into benign remarks or events,1101,0,0,0,1,0,1
1292,Ch18 - Personality Disorders,Paranoid Personality Disorder,"Persistently bears grudges (ie, is unforgiving of insults, injuries, or slights)",1103,0,0,0,1,0,1
1293,Ch18 - Personality Disorders,Paranoid Personality Disorder,Perceives attacks on his or her character or reputation that are not apparent to others,715,0,0,0,1,0,1
1294,Ch18 - Personality Disorders,Paranoid Personality Disorder,Is quick to react angrily or to counterattack to perceived attacks on his/her character or reputation,164,0,1,0,2,1,2
1295,Ch18 - Personality Disorders,Paranoid Personality Disorder,"Has recurrent suspicions, without justification, regarding fidelity of spouse or sexual partner",57,0,1,0,2,1,2
1296,Ch18 - Personality Disorders,Schizoid Personality Disorder,"Neither desires nor enjoys close relationships, including being part of a family",506,0,0,0,1,0,1
1297,Ch18 - Personality Disorders,Schizoid Personality Disorder,Almost always chooses solitary activities,189,0,0,0,1,0,1
1298,Ch18 - Personality Disorders,Schizoid Personality Disorder,"Has little, if any, interest in having sexual experiences with another person",148,0,1,1,3,1,2
1299,Ch18 - Personality Disorders,Schizoid Personality Disorder,"Takes pleasure in few, if any, activities",63,0,1,1,8,1,4
1300,Ch18 - Personality Disorders,Schizoid Personality Disorder,Lacks close friends or confidants other than first-degree relatives,1112,0,1,1,2,0,1
1301,Ch18 - Personality Disorders,Schizoid Personality Disorder,Appears indifferent to the praise or criticism of others,1107,0,0,0,1,0,1
1302,Ch18 - Personality Disorders,Schizoid Personality Disorder,Shows emotional coldness,444,0,1,0,2,1,2
1303,Ch18 - Personality Disorders,Schizoid Personality Disorder,Shows emotional detachment ,376,0,1,0,2,1,2
1304,Ch18 - Personality Disorders,Schizoid Personality Disorder,Flattened affectivity,62,0,1,1,6,1,3
1305,Ch18 - Personality Disorders,Schizotypal Personality Disorder,"Acute discomfort with, and reduced capacity for, close relationships",710,0,0,0,1,0,1
1306,Ch18 - Personality Disorders,Schizotypal Personality Disorder,Ideas of reference ,199,0,1,0,2,1,2
1307,Ch18 - Personality Disorders,Schizotypal Personality Disorder,"Odd beliefs or magical thinking that influences behavior (eg, superstitiousness, belief in clairvoyance, telepathy, or “sixth sense”)",518,0,0,0,1,0,1
1308,Ch18 - Personality Disorders,Schizotypal Personality Disorder,Bizarre fantasies or preoccupations,722,0,0,0,1,0,1
1309,Ch18 - Personality Disorders,Schizotypal Personality Disorder,"Unusual perceptual experiences, including bodily illusions",515,0,1,0,2,1,2
1310,Ch18 - Personality Disorders,Schizotypal Personality Disorder,"Odd thinking (eg, vague, circumstantial, metaphorical, overelaborate, or stereotyped)",514,0,0,0,1,0,1
1311,Ch18 - Personality Disorders,Schizotypal Personality Disorder,"Odd speech (eg, vague, circumstantial, metaphorical, overelaborate, or stereotyped)",60,0,1,1,5,1,2
1312,Ch18 - Personality Disorders,Schizotypal Personality Disorder,Suspiciousness ,507,0,1,1,2,0,1
1313,Ch18 - Personality Disorders,Schizotypal Personality Disorder,Paranoid ideation,508,0,1,1,4,1,3
1314,Ch18 - Personality Disorders,Schizotypal Personality Disorder,Inappropriate affect,714,0,0,0,1,0,1
1315,Ch18 - Personality Disorders,Schizotypal Personality Disorder,Constricted affect,62,0,1,1,6,1,3
1316,Ch18 - Personality Disorders,Schizotypal Personality Disorder,"Behavior or appearance that is odd, eccentric, or peculiar",513,0,0,0,1,0,1
1317,Ch18 - Personality Disorders,Schizotypal Personality Disorder,Lack of close friends or confidants other than first-degree relatives,1112,0,1,1,2,0,1
1318,Ch18 - Personality Disorders,Schizotypal Personality Disorder,Excessive social anxiety that does not diminish with familiarity and tends to be associated with paranoid fears rather than negative judgments about self,564,0,1,0,2,1,2
1319,Ch18 - Personality Disorders,Antisocial Personality Disorder,"Failure to conform to social norms with respect to lawful behaviors, as indicated by repeatedly performing acts that are grounds for arrest: Has stolen items of nontrivial value without confronting a victim (eg, shoplifting, but without breaking and entering; forgery)",166,0,1,0,3,1,3
1320,Ch18 - Personality Disorders,Antisocial Personality Disorder,"Failure to conform to social norms with respect to lawful behaviors, as indicated by repeatedly performing acts that are grounds for arrest: Has used a weapon that can cause serious physical harm to others (eg, a bat, brick, broken bottle, knife, gun)",436,0,1,0,3,1,3
1321,Ch18 - Personality Disorders,Antisocial Personality Disorder,"Failure to conform to social norms with respect to lawful behaviors, as indicated by repeatedly performing acts that are grounds for arrest: Has been physically cruel to animals",438,0,1,0,3,1,3
1322,Ch18 - Personality Disorders,Antisocial Personality Disorder,"Failure to conform to social norms with respect to lawful behaviors, as indicated by repeatedly performing acts that are grounds for arrest: Has stolen while confronting a victim (eg, mugging, purse snatching, extortion, armed robbery)",439,0,1,0,3,1,3
1323,Ch18 - Personality Disorders,Antisocial Personality Disorder,"Failure to conform to social norms with respect to lawful behaviors, as indicated by repeatedly performing acts that are grounds for arrest: Has broken into someone else’s house, building, or car",440,0,1,0,3,1,3
1324,Ch18 - Personality Disorders,Antisocial Personality Disorder,"Failure to conform to social norms with respect to lawful behaviors, as indicated by repeatedly performing acts that are grounds for arrest: Often lies to obtain goods or favors (ie, “cons” others)",442,0,1,0,3,1,3
1325,Ch18 - Personality Disorders,Antisocial Personality Disorder,"Failure to conform to social norms with respect to lawful behaviors, as indicated by repeatedly performing acts that are grounds for arrest: Has forced someone into sexual activity",576,0,1,0,3,1,3
1326,Ch18 - Personality Disorders,Antisocial Personality Disorder,"Failure to conform to social norms with respect to lawful behaviors, as indicated by repeatedly performing acts that are grounds for arrest: Has deliberately engaged in fire setting with the intention of causing serious damage",577,0,1,1,4,1,3
1327,Ch18 - Personality Disorders,Antisocial Personality Disorder,"Failure to conform to social norms with respect to lawful behaviors, as indicated by repeatedly performing acts that are grounds for arrest: Has deliberately destroyed others’ property",588,0,1,0,3,1,3
1328,Ch18 - Personality Disorders,Antisocial Personality Disorder,"Deceitfulness, as indicated by repeated lying, use of aliases, or conning others for personal profit or pleasure",536,0,1,1,2,0,1
1329,Ch18 - Personality Disorders,Antisocial Personality Disorder,Impulsivity ,194,0,1,1,6,1,3
1330,Ch18 - Personality Disorders,Antisocial Personality Disorder,Failure to plan ahead,539,0,0,0,1,0,1
1331,Ch18 - Personality Disorders,Antisocial Personality Disorder,Irritability,291,0,1,1,16,1,8
1332,Ch18 - Personality Disorders,Antisocial Personality Disorder,Aggressiveness,72,0,1,1,7,1,4
1333,Ch18 - Personality Disorders,Antisocial Personality Disorder,Physical fights or assaults,165,0,1,1,5,1,4
1334,Ch18 - Personality Disorders,Antisocial Personality Disorder,Reckless disregard for safety of self or others,548,0,0,0,1,0,1
1335,Ch18 - Personality Disorders,Antisocial Personality Disorder,"Consistent irresponsibility, as indicated by repeated failure to sustain consistent work behavior or honor financial obligations",718,0,0,0,1,0,1
1336,Ch18 - Personality Disorders,Antisocial Personality Disorder,"Lack of remorse, as indicated by being indifferent to or rationalizing having hurt, mistreated, or stolen from another",443,0,1,0,2,1,2
1337,Ch18 - Personality Disorders,Borderline Personality Disorder,Frantic efforts to avoid real or imagined abandonment,498,0,0,0,1,0,1
1338,Ch18 - Personality Disorders,Borderline Personality Disorder,A pattern of unstable and intense interpersonal relationships characterized by alternating between extremes of idealization and devaluation,730,0,0,0,1,0,1
1339,Ch18 - Personality Disorders,Borderline Personality Disorder,Identity disturbance: markedly and persistently unstable self-image or sense of self,383,0,0,0,1,0,1
1340,Ch18 - Personality Disorders,Borderline Personality Disorder,"Impulsivity in areas that are potentially self-damaging (eg, spending, sex, substance abuse, reckless driving, binge eating)",194,0,1,1,6,1,3
1341,Ch18 - Personality Disorders,Borderline Personality Disorder,"Recurrent suicidal behavior, or gestures",550,0,1,1,6,1,4
1342,Ch18 - Personality Disorders,Borderline Personality Disorder,Recurrent suicidal threats,708,0,0,0,1,0,1
1343,Ch18 - Personality Disorders,Borderline Personality Disorder,Recurrent self-mutilating behavior,709,0,0,0,1,0,1
